t,x,y,z,psi,u,v,w,r,x_d,y_d,z_d,psi_d,tau_u,tau_v,tau_w,tau_r
0.0,0.0,0.0,-3.0,1.5707963267948966,0.0,-0.0,-0.0,-0.0,0.0,0.0,-3.0,0.0,1.5133393415003724,-35.0,0.9809999999999945,-10.0
0.0,0.0,0.0,-3.0,1.5707963267948966,0.0,-0.0,-0.0,-0.0,0.0,0.0,-3.0,0.0,1.5133393415003724,-35.0,0.9809999999999945,-10.0
0.019999999999999574,6.086956521750434e-05,2.6318945043575548e-06,-2.999998293913044,1.5695463266881262,0.00013387728853201137,-0.0030433785186418957,8.530434780773533e-05,-0.06250000555731261,0.012566333866211372,2.6318906587108337e-05,-3.0,0.004188790204786302,2.3688436156625814,-35.0,0.9711115200021219,-10.0
0.019999999999999574,6.086956521750434e-05,2.6318945043575548e-06,-2.999998293913044,1.5695463266881262,0.00013387728853201137,-0.0030433785186418957,8.530434780773533e-05,-0.06250000555731261,0.012566333866211372,2.6318906587108337e-05,-3.0,0.004188790204786302,2.3688436156625814,-35.0,0.9711115200021219,-10.0
0.03999999999999915,0.00036522249340975886,1.7203110386269286e-05,-2.9999897806756177,1.563296326232396,0.0008000739845280358,-0.015213936403843397,0.00042566187130610444,-0.3125000229380609,0.025132447244311303,0.00010527516455816066,-3.0,0.008377580409572602,5.166172022159781,-35.0,0.9312375784869769,-10.0
0.03999999999999915,0.00036522249340975886,1.7203110386269286e-05,-2.9999897806756177,1.563296326232396,0.0008000739845280358,-0.015213936403843397,0.00042566187130610444,-0.3125000229380609,0.025132447244311303,0.00010527516455816066,-3.0,0.008377580409572602,5.166172022159781,-35.0,0.9312375784869769,-10.0
0.05999999999999872,0.00091313466106302,5.2433116674190265e-05,-2.9999745812257768,1.5520463262323965,0.0021364786764033064,-0.027368106687899085,0.0007599724920481776,-0.5624999999415277,0.03769811965005702,0.00023686738855166478,-3.0,0.012566370614358903,8.568942876363424,-35.0,0.8903900349237297,-10.0
0.05999999999999872,0.00091313466106302,5.2433116674190265e-05,-2.9999745812257768,1.5520463262323965,0.0021364786764033064,-0.027368106687899085,0.0007599724920481776,-0.5624999999415277,0.03769811965005702,0.00023686738855166478,-3.0,0.012566370614358903,8.568942876363424,-35.0,0.8903900349237297,-10.0
0.08000000000000007,0.0017049908126881034,0.00012700540572580413,-2.9999529746406823,1.5357963262323961,0.004823408422034143,-0.039472291466454784,0.001080329254721235,-0.8124999999914342,0.05026313060694412,0.0004210932696588898,-3.0,0.01675516081914558,12.53204753252883,-35.0,0.8495152143337918,-10.0
0.08000000000000007,0.0017049908126881034,0.00012700540572580413,-2.9999529746406823,1.5357963262323961,0.004823408422034143,-0.039472291466454784,0.001080329254721235,-0.8124999999914342,0.05026313060694412,0.0004210932696588898,-3.0,0.01675516081914558,12.53204753252883,-35.0,0.8495152143337918,-10.0
0.09999999999999964,0.002741856729756024,0.0002625051691843532,-2.999925245124599,1.514546326232396,0.00918719146961308,-0.05146645884033733,0.0013864758041659542,-1.0625000000080338,0.06282725965007066,0.0006579495754635012,-3.0,0.02094395102393188,17.040245433500882,-35.0,0.8087114863889315,-10.0
