t,x,y,z,psi,u,v,w,r,x_d,y_d,z_d,psi_d,tau_u,tau_v,tau_w,tau_r
0.0,0.0,0.0,-3.0,1.5707963267948966,0.0,-0.0,-0.0,-0.0,0.0,0.0,-3.0,0.7853981633974483,35.0,-35.0,0.9809999999999945,-10.0
0.0,0.0,0.0,-3.0,1.5707963267948966,0.0,-0.0,-0.0,-0.0,0.0,0.0,-3.0,0.7853981633974483,35.0,-35.0,0.9809999999999945,-10.0
0.019999999999999574,6.086956521999158e-05,6.0869565214792304e-05,-2.999998293913044,1.5695463266881262,0.0030457598230938182,-0.003041194606254144,8.530434780773533e-05,-0.06250000555731261,0.008377574284877317,0.008377555910807582,-3.0,0.7853948735172888,35.0,-35.0,0.9711115200021219,-10.0
0.019999999999999574,6.086956521999158e-05,6.0869565214792304e-05,-2.999998293913044,1.5695463266881262,0.0030457598230938182,-0.003041194606254144,8.530434780773533e-05,-0.06250000555731261,0.008377574284877317,0.008377555910807582,-3.0,0.7853948735172888,35.0,-35.0,0.9711115200021219,-10.0
0.03999999999999915,0.00036529343070723934,0.0003651412567928008,-2.9999897806756177,1.563296326232396,0.015284934799293565,-0.015149500663613072,0.00042566187130610444,-0.3125000229380609,0.016755111821615164,0.016754964829540867,-3.0,0.7853850037324983,35.0,-35.0,0.9312375784869769,-10.0
0.03999999999999915,0.00036529343070723934,0.0003651412567928008,-2.9999897806756177,1.563296326232396,0.015284934799293565,-0.015149500663613072,0.00042566187130610444,-0.3125000229380609,0.016755111821615164,0.016754964829540867,-3.0,0.7853850037324983,35.0,-35.0,0.9312375784869769,-10.0
0.0600000000000005,0.000913878480775419,0.0009122045763055233,-2.9999745812257768,1.5520463262323965,0.027726122201627824,-0.027052012849553685,0.0007599724920481776,-0.5624999999415277,0.02513257586223601,0.02513207976670542,-3.0,0.7853685536101284,35.0,-35.0,0.8903900349237297,-10.0
0.0600000000000005,0.000913878480775419,0.0009122045763055233,-2.9999745812257768,1.5520463262323965,0.027726122201627824,-0.027052012849553685,0.0007599724920481776,-0.5624999999415277,0.02513257586223601,0.02513207976670542,-3.0,0.7853685536101284,35.0,-35.0,0.8903900349237297,-10.0
0.08000000000000007,0.0017084367464418665,0.0017002195314357099,-2.9999529746406823,1.5357963262323961,0.04048539359715036,-0.03862147300086139,0.001080329254721235,-0.8124999999914342,0.03350992965908248,0.03350875373796275,-3.0,0.7853455224285562,35.0,-35.0,0.8495152143337918,-6.352074567026484
0.08000000000000007,0.0017084367464418665,0.0017002195314357099,-2.9999529746406823,1.5357963262323961,0.04048539359715036,-0.03862147300086139,0.001080329254721235,-0.8124999999914342,0.03350992965908248,0.03350875373796275,-3.0,0.7853455224285562,35.0,-35.0,0.8495152143337918,-6.352074567026484
0.09999999999999964,0.0027519576083369474,0.002726089657975532,-2.999925245124599,1.5150023169115174,0.05366514358548606,-0.04973238381211355,0.0013864758041659542,-1.0397004660531608,0.04188713646498302,0.04188483976671377,-3.0,0.7853159091774201,35.0,-35.0,0.8087114863889315,0.09399155441313933
0.09999999999999964,0.0027519576083369474,0.002726089657975532,-2.999925245124599,1.5150023169115174,0.05366514358548606,-0.04973238381211355,0.0013864758041659542,-1.0397004660531608,0.04188713646498302,0.04188483976671377,-3.0,0.7853159091774201,35.0,-35.0,0.8087114863889315,0.09399155441313933
0.11999999999999922,0.00404853457166549,0.003985447095922296,-2.999891676900463,1.4918380285723059,0.06727566372396886,-0.06034519303908799,0.0016784112067957935,-1.158214416962833,0.0502641595334101,0.050260190886674626,-3.0,0.7852797125575316,35.0,-32.64110036105028,0.7680488735595841,5.786415545977637
