t,x,y,z,psi,u,v,w,r,x_d,y_d,z_d,psi_d,tau_u,tau_v,tau_w,tau_r
0.0,0.0,0.0,-3.0,1.5707963267948966,0.0,-0.0,-0.0,-0.0,0.0,0.0,-3.0,0.0,6.6366638933401745e-15,-35.0,0.9809999999999945,2.9321531433504737
0.0,0.0,0.0,-3.0,1.5707963267948966,0.0,-0.0,-0.0,-0.0,0.0,0.0,-3.0,0.0,6.6366638933401745e-15,-35.0,0.9809999999999945,2.9321531433504737
0.02000000000000135,6.086956521739131e-05,1.1669194107949272e-16,-2.999998293913044,1.5711628459529141,-6.692958267985791e-07,-0.0030434781709226615,8.530434780773533e-05,0.018325955781982414,0.01256633386621249,2.6318906587108337e-05,-3.0,0.004188790204786674,0.4143870721084098,-35.0,0.963768521742832,2.703078696075693
0.02000000000000135,6.086956521739131e-05,1.1669194107949272e-16,-2.999998293913044,1.5711628459529141,-6.692958267985791e-07,-0.0030434781709226615,8.530434780773533e-05,0.018325955781982414,0.01256633386621249,2.6318906587108337e-05,-3.0,0.004188790204786674,0.4143870721084098,-35.0,0.963768521742832,2.703078696075693
0.040000000000000924,0.0003652171230753399,7.429830339046642e-07,-2.9999897934460513,1.5729668076743994,1.6334719260114992e-05,-0.01521742622711173,0.0004250233496261302,0.09019808670300489,0.02513244724431242,0.00010527516455816066,-3.0,0.008377580409572975,0.6700321000405649,-35.0,0.8951452833755162,1.8046770595629125
0.040000000000000924,0.0003652171230753399,7.429830339046642e-07,-2.9999897934460513,1.5729668076743994,1.6334719260114992e-05,-0.01521742622711173,0.0004250233496261302,0.09019808670300489,0.02513244724431242,0.00010527516455816066,-3.0,0.008377580409572975,0.6700321000405649,-35.0,0.8951452833755162,1.8046770595629125
0.0600000000000005,0.0009130394645367442,5.0123016326973955e-06,-2.9999747078471457,1.576010008274304,0.00010736142007845658,-0.027391759573435433,0.0007542799452808779,0.15216002984200078,0.03769811965005813,0.00023686738855166478,-3.0,0.012566370614359274,0.7790379619311963,-35.0,0.8286354510532572,1.0301527703254638
0.0600000000000005,0.0009130394645367442,5.0123016326973955e-06,-2.9999747078471457,1.576010008274304,0.00010736142007845658,-0.027391759573435433,0.0007542799452808779,0.15216002984200078,0.03769811965005813,0.00023686738855166478,-3.0,0.012566370614359274,0.7790379619311963,-35.0,0.8286354510532572,1.0301527703254638
0.08000000000000007,0.0017043241581224857,1.4845963323149961e-05,-2.9999535108198923,1.579858731915425,0.00019997317847878868,-0.03956680441432593,0.0010598513626725037,0.19243618194948825,0.05026313060694412,0.0004210932696588898,-3.0,0.01675516081914558,0.800475157386027,-35.0,0.7669100247401488,0.5267008689818711
0.08000000000000007,0.0017043241581224857,1.4845963323149961e-05,-2.9999535108198923,1.579858731915425,0.00019997317847878868,-0.03956680441432593,0.0010598513626725037,0.19243618194948825,0.05026313060694412,0.0004210932696588898,-3.0,0.01675516081914558,0.800475157386027,-35.0,0.7669100247401488,0.5267008689818711
